scenario,region,sector,ghg,2015,2020,2025,2030,2035,2040,2045,2050
"	GCAM-USA_updatedRef",WA,resid cooking,N2O,6.29E-05,5.81E-05,5.19E-05,4.26E-05,3.46E-05,2.58E-05,2.64E-05,2.71E-05
"	GCAM-USA_updatedRef",WA,resid cooking,CH4,2.53E-06,2.39E-06,2.22E-06,1.86E-06,1.50E-06,1.11E-06,1.09E-06,1.10E-06
"	GCAM-USA_updatedRef",WA,resid cooking,N2O,9.51E-05,9.03E-05,8.37E-05,7.03E-05,5.66E-05,4.17E-05,4.08E-05,4.14E-05
"	GCAM-USA_updatedRef",WA,resid cooling,HFC125,0.06405,0.0749,0.08015,0.0826,0.084,0.08435,0.08715,0.0917
"	GCAM-USA_updatedRef",WA,resid cooling,HFC134a,0.11726,0.137709,0.14729,0.15158,0.15444,0.15444,0.16016,0.16874
"	GCAM-USA_updatedRef",WA,resid cooling,HFC143a,0.088506,0.103704,0.110409,0.114432,0.11622,0.116667,0.12069,0.126501
"	GCAM-USA_updatedRef",WA,resid cooling,HFC23,2.77E-04,3.26E-04,3.46E-04,3.58E-04,3.64E-04,3.66E-04,3.79E-04,3.97E-04
"	GCAM-USA_updatedRef",WA,resid cooling,HFC32,6.84E-04,8.03E-04,8.60E-04,8.88E-04,9.03E-04,9.07E-04,9.36E-04,9.83E-04
"	GCAM-USA_updatedRef",WA,resid heating,CH4,0.024825,0.02305,0.022,0.02025,0.0181,0.0157,0.01355,0.011825
"	GCAM-USA_updatedRef",WA,resid heating,N2O,0.030694,0.0285484,0.027267,0.0250916,0.0224096,0.0194594,0.0168072,0.0146616
"	GCAM-USA_updatedRef",WA,resid heating,CH4,0.0395,0.03625,0.0335,0.02975,0.025,0.020225,0.0163,0.0135
"	GCAM-USA_updatedRef",WA,resid heating,N2O,0.00258664,0.00236612,0.00219626,0.00194594,0.00163602,0.00132312,0.00106684,8.82E-04
"	GCAM-USA_updatedRef",WA,resid heating,CH4,3.18E-05,2.98E-05,2.83E-05,2.53E-05,2.15E-05,1.75E-05,1.40E-05,1.16E-05
"	GCAM-USA_updatedRef",WA,resid heating,N2O,0.00119796,0.00112346,0.00106684,9.57E-04,8.11E-04,6.59E-04,5.30E-04,4.38E-04
"	GCAM-USA_updatedRef",WA,resid hot water,CH4,0.016275,0.015125,0.014375,0.013375,0.011225,0.011575,0.01195,0.01225
"	GCAM-USA_updatedRef",WA,resid hot water,N2O,0.00106386,9.89E-04,9.42E-04,8.76E-04,7.36E-04,7.57E-04,7.84E-04,8.02E-04
"	GCAM-USA_updatedRef",WA,resid hot water,CH4,1.25E-05,1.28E-05,1.40E-05,1.44E-05,1.48E-05,1.61E-05,1.78E-05,2.04E-05
"	GCAM-USA_updatedRef",WA,resid hot water,N2O,4.71E-04,4.86E-04,5.27E-04,5.42E-04,5.57E-04,6.08E-04,6.73E-04,7.69E-04
"	GCAM-USA_updatedRef",WA,resid other,CH4,0.0011,8.53E-04,9.00E-04,9.33E-04,0.001,0.0010775,0.001125,0.0011675
"	GCAM-USA_updatedRef",WA,resid other,N2O,7.18E-05,5.57E-05,5.90E-05,6.11E-05,6.56E-05,7.03E-05,7.36E-05,7.63E-05
"	GCAM-USA_updatedRef",WA,resid other,CH4,4.48E-06,3.95E-06,4.25E-06,4.00E-06,4.10E-06,4.35E-06,4.53E-06,4.80E-06
"	GCAM-USA_updatedRef",WA,resid other,N2O,1.69E-04,1.49E-04,1.60E-04,1.51E-04,1.55E-04,1.64E-04,1.71E-04,1.81E-04
"	GCAM-USA_updatedRef",WA,subpeak generation,CH4,0,0,0,0,0,0,0,0
"	GCAM-USA_updatedRef",WA,subpeak generation,N2O,0,0,0,0,0,0,0,0
"	GCAM-USA_updatedRef",WA,subpeak generation,CH4,6.43E-04,5.48E-04,5.00E-04,4.37E-04,3.63E-04,2.85E-04,2.11E-04,1.49E-04
"	GCAM-USA_updatedRef",WA,subpeak generation,N2O,0.00219924,0.0018774,0.0017135,0.00149596,0.00123968,9.69E-04,7.18E-04,5.04E-04
"	GCAM-USA_updatedRef",WA,subpeak generation,CH4,0.012825,0.0113,0.010525,0.0093,0.007875,0.006575,0.0056,0.0046
"	GCAM-USA_updatedRef",WA,subpeak generation,N2O,0.043806,0.03874,0.036058,0.031886,0.026969,0.022499,0.0191614,0.0157642
"	GCAM-USA_updatedRef",WA,subpeak generation,CH4,0,0,0,0,0,0,0,0
"	GCAM-USA_updatedRef",WA,subpeak generation,N2O,0,0,0,0,0,0,0,0
"	GCAM-USA_updatedRef",WA,trn_aviation_intl,N2O,0.0220818,0.021158,0.0225288,0.0216348,0.0211878,0.0222308,0.0232738,0.0243168
"	GCAM-USA_updatedRef",WA,trn_freight,CH4,0.009625,0.01135,0.011125,0.00835,0.006125,0.005425,0.005325,0.00535
"	GCAM-USA_updatedRef",WA,trn_freight,N2O,0.031588,0.03725,0.036356,0.027416,0.0200256,0.0177608,0.017433,0.0175224
"	GCAM-USA_updatedRef",WA,trn_freight,CH4,0.0013825,0.0013675,0.0013275,0.001065,6.60E-04,4.95E-04,4.78E-04,4.98E-04
"	GCAM-USA_updatedRef",WA,trn_freight,N2O,0.0051256,0.005066,0.004917,0.0039336,0.00244062,0.00182972,0.00176416,0.00183866
"	GCAM-USA_updatedRef",WA,trn_freight_road,CH4,0.01185,0.009725,0.009175,0.008375,0.007975,0.0081,0.00835,0.008425
"	GCAM-USA_updatedRef",WA,trn_freight_road,N2O,0.118306,0.097148,0.091486,0.083738,0.079864,0.081056,0.08344,0.084334
"	GCAM-USA_updatedRef",WA,trn_freight_road,CH4,0.0028,0.0032,0.00305,0.00255,0.0016825,0.00135,0.0011625,0.00104
"	GCAM-USA_updatedRef",WA,trn_freight_road,N2O,0.0279524,0.031886,0.030396,0.0255088,0.016837,0.0134994,0.011622,0.0104002
"	GCAM-USA_updatedRef",WA,trn_freight_road,CH4,0.008075,0.01,0.01035,0.00945,0.0076,0.006625,0.0058,0.00515
"	GCAM-USA_updatedRef",WA,trn_freight_road,N2O,0.080758,0.09983,0.103406,0.094466,0.07599,0.066156,0.05811,0.051554
"	GCAM-USA_updatedRef",WA,trn_pass,N2O,0.048276,0.04917,0.055428,0.053938,0.05215,0.053938,0.054236,0.052448
"	GCAM-USA_updatedRef",WA,trn_pass,CH4,5.90E-05,5.45E-05,6.30E-05,6.48E-05,6.70E-05,6.93E-05,7.15E-05,7.38E-05
"	GCAM-USA_updatedRef",WA,trn_pass,N2O,2.18E-04,2.01E-04,2.33E-04,2.40E-04,2.48E-04,2.56E-04,2.65E-04,2.73E-04
"	GCAM-USA_updatedRef",WA,trn_pass_road,CH4,7.88E-04,9.70E-04,9.55E-04,6.50E-04,4.68E-04,3.58E-04,2.83E-04,2.36E-04
"	GCAM-USA_updatedRef",WA,trn_pass_road,N2O,0.008493,0.0104598,0.010281,0.007003,0.0050362,0.0038442,0.0030396,0.0025479
"	GCAM-USA_updatedRef",WA,trn_pass_road_LDV,CH4,1.50E-04,1.42E-04,1.01E-04,7.63E-05,8.05E-05,8.60E-05,9.18E-05,9.75E-05
"	GCAM-USA_updatedRef",WA,trn_pass_road_LDV,N2O,9.21E-04,8.70E-04,6.23E-04,4.68E-04,4.95E-04,5.27E-04,5.63E-04,5.99E-04
"	GCAM-USA_updatedRef",WA,trn_pass_road_LDV_4W,CH4,0.02255,0.0187,0.0161,0.01185,0.008725,0.00635,0.0062,0.006125
"	GCAM-USA_updatedRef",WA,trn_pass_road_LDV_4W,N2O,0.041422,0.03427,0.0295616,0.0217838,0.0160324,0.0116816,0.0113836,0.0112644
"	GCAM-USA_updatedRef",WA,trn_pass_road_LDV_4W,CH4,0.021575,0.018275,0.0159,0.011775,0.008825,0.006875,0.0067,0.006675
"	GCAM-USA_updatedRef",WA,trn_pass_road_LDV_4W,N2O,0.039634,0.033674,0.029204,0.0216348,0.0162112,0.0126352,0.0123372,0.0122478
"	GCAM-USA_updatedRef",WA,trn_shipping_intl,CH4,0.00345,0.003525,0.003425,0.002625,0.00172,0.0014675,0.0014075,0.0014
"	GCAM-USA_updatedRef",WA,trn_shipping_intl,N2O,0.143338,0.146616,0.142146,0.109664,0.07152,0.060792,0.058408,0.05811
"	GCAM-USA_updatedRef",WI,base load generation,CH4,0,2.13E-05,1.39E-05,1.73E-05,2.38E-05,2.53E-05,2.72E-05,3.70E-05
"	GCAM-USA_updatedRef",WI,base load generation,N2O,0,5.10E-05,3.31E-05,4.11E-05,5.66E-05,6.05E-05,6.50E-05,8.79E-05
"	GCAM-USA_updatedRef",WI,base load generation,CH4,0.0010525,3.08E-05,6.05E-05,7.25E-05,6.28E-05,3.90E-05,2.21E-05,1.31E-05
"	GCAM-USA_updatedRef",WI,base load generation,N2O,0.0151086,4.41E-04,8.70E-04,0.001043,9.03E-04,5.60E-04,3.16E-04,1.88E-04
"	GCAM-USA_updatedRef",WI,base load generation,CH4,0,0,0,0,0,0,0,0
"	GCAM-USA_updatedRef",WI,base load generation,N2O,0,0,0,0,0,0,0,0
"	GCAM-USA_updatedRef",WI,base load generation,CH4,0.001445,0.0018275,0.00188,0.0020225,0.0021925,0.002345,0.00255,0.002975
"	GCAM-USA_updatedRef",WI,base load generation,N2O,0.0049468,0.0055726,0.005513,0.0057514,0.0059898,0.0061686,0.0064964,0.0073904
"	GCAM-USA_updatedRef",WI,biomass liquids,CH4,0,0,0,0,0,3.37E-04,8.95E-04,0.00136
"	GCAM-USA_updatedRef",WI,biomass liquids,N2O,0.00150192,0.0014155,0.00141252,0.00127544,0.00109366,0.00155258,0.00242572,0.0031588
"	GCAM-USA_updatedRef",WI,comm cooking,CH4,0.0016225,0.00162,0.001565,0.00147,0.001355,0.001285,0.001225,0.001245
"	GCAM-USA_updatedRef",WI,comm cooking,N2O,1.74E-04,1.74E-04,1.68E-04,1.58E-04,1.45E-04,1.38E-04,1.32E-04,1.34E-04
"	GCAM-USA_updatedRef",WI,comm cooling,HFC125,0.1113,0.12285,0.12565,0.12775,0.12845,0.12775,0.129383282,0.133042049
"	GCAM-USA_updatedRef",WI,comm cooling,HFC134a,0.20449,0.22451,0.23023,0.23452,0.23595,0.23452,0.23738,0.24453
"	GCAM-USA_updatedRef",WI,comm cooling,HFC143a,0.153966736,0.16986,0.173883,0.176565,0.177906,0.176565,0.1788,0.184164
"	GCAM-USA_updatedRef",WI,comm cooling,HFC23,4.82E-04,5.33E-04,5.45E-04,5.54E-04,5.58E-04,5.54E-04,5.61E-04,5.77E-04
"	GCAM-USA_updatedRef",WI,comm cooling,HFC32,0.001193399,0.001315599,0.001346326,0.001369375,0.00137853,0.001369341,0.001386839,0.001426055
"	GCAM-USA_updatedRef",WI,comm cooling,CH4,7.55E-05,7.48E-05,7.13E-05,6.60E-05,6.05E-05,5.60E-05,5.05E-05,5.10E-05
"	GCAM-USA_updatedRef",WI,comm cooling,N2O,8.14E-06,8.05E-06,7.69E-06,7.12E-06,6.53E-06,6.02E-06,5.45E-06,5.48E-06
"	GCAM-USA_updatedRef",WI,comm heating,CH4,1.82E-04,1.86E-04,2.00E-04,2.20E-04,2.45E-04,2.63E-04,2.75E-04,2.75E-04
"	GCAM-USA_updatedRef",WI,comm heating,N2O,0.005662,0.005811,0.0062282,0.0068242,0.007599,0.0081354,0.0085228,0.0085526
"	GCAM-USA_updatedRef",WI,comm heating,CH4,2.20E-05,1.70E-05,1.43E-05,1.10E-05,7.75E-06,5.03E-06,0,0
"	GCAM-USA_updatedRef",WI,comm heating,N2O,3.13E-04,2.41E-04,2.02E-04,1.56E-04,1.10E-04,7.12E-05,0,0
"	GCAM-USA_updatedRef",WI,comm heating,CH4,0.0255,0.022525,0.0208,0.0188,0.016775,0.015125,0.01195,0.0123
"	GCAM-USA_updatedRef",WI,comm heating,N2O,0.00273266,0.00241976,0.002235,0.00202044,0.0018029,0.0016241,0.00128438,0.00132312
"	GCAM-USA_updatedRef",WI,comm heating,CH4,4.45E-04,5.13E-04,5.50E-04,5.35E-04,4.68E-04,3.70E-04,2.35E-04,1.83E-04
"	GCAM-USA_updatedRef",WI,comm heating,N2O,0.00133206,0.00153768,0.0016539,0.00160622,0.00140358,0.00111452,7.06E-04,5.51E-04
"	GCAM-USA_updatedRef",WI,comm hot water,CH4,0.005125,0.004575,0.004075,0.0034,0.00275,0.00232,0.00181,0.00192
"	GCAM-USA_updatedRef",WI,comm hot water,N2O,5.51E-04,4.92E-04,4.38E-04,3.67E-04,2.96E-04,2.49E-04,1.95E-04,2.06E-04
"	GCAM-USA_updatedRef",WI,comm hot water,CH4,2.65E-05,2.78E-05,2.85E-05,2.62E-05,2.10E-05,1.47E-05,7.43E-06,4.85E-06
"	GCAM-USA_updatedRef",WI,comm hot water,N2O,7.96E-05,8.31E-05,8.52E-05,7.90E-05,6.32E-05,4.41E-05,2.23E-05,1.46E-05
"	GCAM-USA_updatedRef",WI,comm other,CH4,0.005525,0.0047,0.0047,0.0047,0.004525,0.004475,0.004525,0.004575
"	GCAM-USA_updatedRef",WI,comm other,N2O,5.93E-04,5.04E-04,5.07E-04,5.04E-04,4.86E-04,4.80E-04,4.89E-04,4.92E-04
"	GCAM-USA_updatedRef",WI,comm other,CH4,1.59E-04,1.64E-04,1.96E-04,2.53E-04,3.40E-04,3.98E-04,4.28E-04,4.50E-04
"	GCAM-USA_updatedRef",WI,comm other,N2O,4.77E-04,4.92E-04,5.90E-04,7.60E-04,0.00101916,0.00119498,0.0012814,0.00134696
"	GCAM-USA_updatedRef",WI,intermediate generation,CH4,0,5.62E-06,6.17E-06,6.88E-06,8.60E-06,1.04E-05,1.22E-05,1.64E-05
"	GCAM-USA_updatedRef",WI,intermediate generation,N2O,0,1.34E-05,1.47E-05,1.64E-05,2.05E-05,2.47E-05,2.91E-05,3.90E-05
"	GCAM-USA_updatedRef",WI,intermediate generation,CH4,0.0010525,3.70E-04,4.98E-04,4.05E-04,3.48E-04,2.50E-04,1.72E-04,1.00E-04
"	GCAM-USA_updatedRef",WI,intermediate generation,N2O,0.0151086,0.0053342,0.007152,0.0058408,0.0049766,0.0036058,0.00246744,0.00143934
"	GCAM-USA_updatedRef",WI,intermediate generation,CH4,0,0,0,0,0,0,0,0
"	GCAM-USA_updatedRef",WI,intermediate generation,N2O,0,0,0,0,0,0,0,0
"	GCAM-USA_updatedRef",WI,intermediate generation,CH4,0.004175,0.004475,0.00435,0.00415,0.004,0.0038,0.00365,0.0038
"	GCAM-USA_updatedRef",WI,intermediate generation,N2O,0.0143338,0.0143338,0.0137378,0.012814,0.01192,0.0109664,0.0100426,0.0100128
"	GCAM-USA_updatedRef",WI,other industrial energy use,CH4,0.0015875,0.0016025,0.001735,0.001855,0.00196,0.0020525,0.00213,0.0021775
"	GCAM-USA_updatedRef",WI,other industrial energy use,N2O,0.101022,0.101916,0.11026,0.118008,0.124862,0.130524,0.13559,0.13857
"	GCAM-USA_updatedRef",WI,other industrial energy use,CH4,4.63E-05,4.65E-05,4.90E-05,5.13E-05,5.33E-05,5.53E-05,5.68E-05,5.73E-05
"	GCAM-USA_updatedRef",WI,other industrial energy use,N2O,0.0038442,0.003874,0.0041124,0.0042912,0.00447,0.004619,0.0047382,0.0047978
"	GCAM-USA_updatedRef",WI,other industrial energy use,CH4,6.55E-04,6.60E-04,6.93E-04,7.25E-04,7.50E-04,7.73E-04,7.92E-04,8.00E-04
"	GCAM-USA_updatedRef",WI,other industrial energy use,N2O,6.23E-04,6.29E-04,6.59E-04,6.88E-04,7.12E-04,7.36E-04,7.54E-04,7.60E-04
"	GCAM-USA_updatedRef",WI,other industrial energy use,CH4,7.10E-04,7.10E-04,7.83E-04,8.10E-04,8.33E-04,8.60E-04,8.88E-04,9.13E-04
"	GCAM-USA_updatedRef",WI,other industrial energy use,N2O,0.0056024,0.0056024,0.0061686,0.006407,0.0065858,0.0067944,0.007003,0.0072116
"	GCAM-USA_updatedRef",WI,peak generation,CH4,0,0,0,0,0,0,0,0
"	GCAM-USA_updatedRef",WI,peak generation,N2O,0,0,0,0,0,0,0,0
"	GCAM-USA_updatedRef",WI,peak generation,CH4,3.45E-04,2.95E-04,2.70E-04,2.36E-04,1.96E-04,1.53E-04,1.13E-04,7.95E-05
"	GCAM-USA_updatedRef",WI,peak generation,N2O,0.00118604,0.0010132,9.24E-04,8.08E-04,6.68E-04,5.22E-04,3.84E-04,2.69E-04
"	GCAM-USA_updatedRef",WI,peak generation,CH4,4.05E-04,3.43E-04,3.10E-04,2.68E-04,2.18E-04,1.71E-04,1.26E-04,8.55E-05
"	GCAM-USA_updatedRef",WI,peak generation,N2O,0.00138272,0.00117412,0.00106088,9.12E-04,7.48E-04,5.84E-04,4.32E-04,2.93E-04
"	GCAM-USA_updatedRef",WI,peak generation,CH4,7.03E-06,5.60E-06,4.98E-06,3.05E-06,2.09E-06,1.65E-06,1.34E-06,7.50E-07
"	GCAM-USA_updatedRef",WI,peak generation,N2O,1.01E-04,8.02E-05,7.12E-05,4.38E-05,2.98E-05,2.36E-05,1.91E-05,1.08E-05
"	GCAM-USA_updatedRef",WI,resid clothes dryers,CH4,2.95E-04,2.97E-04,2.90E-04,2.85E-04,2.73E-04,2.85E-04,2.97E-04,3.10E-04
"	GCAM-USA_updatedRef",WI,resid clothes dryers,N2O,1.94E-05,1.95E-05,1.90E-05,1.87E-05,1.78E-05,1.86E-05,1.95E-05,2.03E-05
"	GCAM-USA_updatedRef",WI,resid cooking,CH4,0.0012425,0.0011225,9.83E-04,7.98E-04,6.38E-04,4.68E-04,4.83E-04,4.95E-04
"	GCAM-USA_updatedRef",WI,resid cooking,N2O,8.14E-05,7.33E-05,6.44E-05,5.22E-05,4.17E-05,3.07E-05,3.16E-05,3.25E-05
"	GCAM-USA_updatedRef",WI,resid cooking,CH4,3.78E-06,3.50E-06,3.18E-06,2.63E-06,2.11E-06,1.53E-06,1.51E-06,1.53E-06
"	GCAM-USA_updatedRef",WI,resid cooking,N2O,1.43E-04,1.32E-04,1.20E-04,9.92E-05,7.93E-05,5.75E-05,5.69E-05,5.78E-05
"	GCAM-USA_updatedRef",WI,resid cooling,HFC125,0.12285,0.1372,0.14105,0.14455,0.1463,0.14665,0.1512,0.15855
"	GCAM-USA_updatedRef",WI,resid cooling,HFC134a,0.22594,0.25168,0.25883,0.26455,0.26884,0.26884,0.27742,0.29172
"	GCAM-USA_updatedRef",WI,resid cooling,HFC143a,0.16986,0.189528,0.194892,0.199809,0.202491,0.202938,0.209196,0.219477
"	GCAM-USA_updatedRef",WI,resid cooling,HFC23,5.33E-04,5.95E-04,6.11E-04,6.26E-04,6.35E-04,6.36E-04,6.56E-04,6.88E-04
"	GCAM-USA_updatedRef",WI,resid cooling,HFC32,0.00131575,0.00146775,0.0015105,0.0015485,0.0015675,0.00157225,0.0016245,0.0017005
"	GCAM-USA_updatedRef",WI,resid heating,CH4,0.0315,0.03,0.02925,0.02825,0.027,0.0255,0.02395,0.022425
"	GCAM-USA_updatedRef",WI,resid heating,N2O,0.039038,0.03725,0.036356,0.035164,0.033674,0.031588,0.0296808,0.0278034
"	GCAM-USA_updatedRef",WI,resid heating,CH4,0,0,0,0,0,0,0,0
"	GCAM-USA_updatedRef",WI,resid heating,N2O,0,0,0,0,0,0,0,0
"	GCAM-USA_updatedRef",WI,resid heating,CH4,0.08675,0.08125,0.0765,0.06975,0.06175,0.0535,0.047,0.0425
"	GCAM-USA_updatedRef",WI,resid heating,N2O,0.0056918,0.0053044,0.0050064,0.0045594,0.004023,0.0034866,0.0030694,0.00277736
"	GCAM-USA_updatedRef",WI,resid heating,CH4,1.17E-04,1.11E-04,1.06E-04,9.53E-05,8.00E-05,6.25E-05,4.55E-05,3.08E-05
"	GCAM-USA_updatedRef",WI,resid heating,N2O,0.0043806,0.0042018,0.0039932,0.0036058,0.0030098,0.0023542,0.0017135,0.00115922
"	GCAM-USA_updatedRef",WI,resid hot water,CH4,0.01395,0.01285,0.012175,0.011575,0.010275,0.01075,0.011225,0.01155
"	GCAM-USA_updatedRef",WI,resid hot water,N2O,9.12E-04,8.40E-04,7.96E-04,7.57E-04,6.71E-04,7.03E-04,7.33E-04,7.57E-04
"	GCAM-USA_updatedRef",WI,resid hot water,CH4,2.42E-05,2.28E-05,2.16E-05,1.85E-05,1.24E-05,1.06E-05,8.83E-06,7.07E-06
"	GCAM-USA_updatedRef",WI,resid hot water,N2O,9.12E-04,8.61E-04,8.14E-04,6.97E-04,4.68E-04,3.99E-04,3.34E-04,2.67E-04
"	GCAM-USA_updatedRef",WI,resid other,CH4,0.00142,9.73E-04,0.0010025,0.001045,0.0011225,0.0012075,0.0012575,0.0012925
"	GCAM-USA_updatedRef",WI,resid other,N2O,9.30E-05,6.38E-05,6.56E-05,6.82E-05,7.36E-05,7.90E-05,8.22E-05,8.46E-05
"	GCAM-USA_updatedRef",WI,resid other,CH4,6.70E-06,5.23E-06,5.50E-06,5.20E-06,5.35E-06,5.65E-06,5.90E-06,6.17E-06
"	GCAM-USA_updatedRef",WI,resid other,N2O,2.53E-04,1.97E-04,2.07E-04,1.96E-04,2.02E-04,2.14E-04,2.22E-04,2.33E-04
"	GCAM-USA_updatedRef",WI,subpeak generation,CH4,0,0,0,0,0,0,0,0
"	GCAM-USA_updatedRef",WI,subpeak generation,N2O,0,0,0,0,0,0,0,0
"	GCAM-USA_updatedRef",WI,subpeak generation,CH4,0.0022575,0.00197,0.001815,0.0016025,0.00135,0.0010825,8.42E-04,6.48E-04
"	GCAM-USA_updatedRef",WI,subpeak generation,N2O,0.0077182,0.006705,0.0061388,0.0054236,0.0045296,0.0036058,0.00275948,0.00206216
"	GCAM-USA_updatedRef",WI,subpeak generation,CH4,0.002625,0.00224,0.00203,0.0017525,0.00144,0.0011275,8.30E-04,5.68E-04
"	GCAM-USA_updatedRef",WI,subpeak generation,N2O,0.0090294,0.0076586,0.0069434,0.0059898,0.0049468,0.0038442,0.00284292,0.00193998
"	GCAM-USA_updatedRef",WI,subpeak generation,CH4,7.03E-06,5.80E-06,5.15E-06,3.43E-06,2.43E-06,1.92E-06,1.53E-06,8.88E-07
"	GCAM-USA_updatedRef",WI,subpeak generation,N2O,1.01E-04,8.31E-05,7.36E-05,4.89E-05,3.49E-05,2.74E-05,2.18E-05,1.27E-05
"	GCAM-USA_updatedRef",WI,trn_aviation_intl,N2O,0.0022648,0.00209792,0.00219328,0.00210686,0.00207408,0.00218732,0.00230652,0.00242572
"	GCAM-USA_updatedRef",WI,trn_freight,CH4,0,0,0,0,0,0,0,0
"	GCAM-USA_updatedRef",WI,trn_freight,N2O,0,0,0,0,0,0,0,0
"	GCAM-USA_updatedRef",WI,trn_freight,CH4,0.0013175,0.0012975,0.0012075,9.38E-04,5.78E-04,4.30E-04,4.13E-04,4.30E-04
"	GCAM-USA_updatedRef",WI,trn_freight,N2O,0.0048574,0.0047978,0.00447,0.0034568,0.00213666,0.0015943,0.00152576,0.00158834
"	GCAM-USA_updatedRef",WI,trn_freight_road,CH4,0.0113,0.009375,0.008525,0.00755,0.00725,0.007325,0.0075,0.0076
"	GCAM-USA_updatedRef",WI,trn_freight_road,N2O,0.112942,0.09387,0.085228,0.075394,0.072414,0.073308,0.075096,0.07599
"	GCAM-USA_updatedRef",WI,trn_freight_road,CH4,0.002675,0.003,0.002775,0.0022875,0.001475,0.0011825,0.001025,9.23E-04
"	GCAM-USA_updatedRef",WI,trn_freight_road,N2O,0.0266412,0.0298,0.0278332,0.0228566,0.0147212,0.0118008,0.0102214,0.009238
"	GCAM-USA_updatedRef",WI,trn_freight_road,CH4,0.0077,0.00945,0.0095,0.0085,0.00675,0.00585,0.005175,0.0046
"	GCAM-USA_updatedRef",WI,trn_freight_road,N2O,0.076884,0.094466,0.095062,0.08493,0.067348,0.058408,0.051554,0.04619
"	GCAM-USA_updatedRef",WI,trn_pass,N2O,0.0049468,0.0048574,0.0054236,0.0053044,0.0051554,0.0053938,0.005513,0.0054236
"	GCAM-USA_updatedRef",WI,trn_pass,CH4,5.63E-05,5.13E-05,5.90E-05,6.05E-05,6.30E-05,6.58E-05,6.85E-05,7.13E-05
"	GCAM-USA_updatedRef",WI,trn_pass,N2O,2.08E-04,1.90E-04,2.18E-04,2.24E-04,2.33E-04,2.43E-04,2.53E-04,2.63E-04
"	GCAM-USA_updatedRef",WI,trn_pass_road,CH4,7.50E-04,9.35E-04,9.28E-04,6.40E-04,4.62E-04,3.53E-04,2.78E-04,2.32E-04
"	GCAM-USA_updatedRef",WI,trn_pass_road,N2O,0.0080758,0.0100724,0.0100128,0.0068838,0.0049766,0.0037846,0.0030098,0.00250022
"	GCAM-USA_updatedRef",WI,trn_pass_road_LDV,CH4,1.40E-04,1.21E-04,8.20E-05,6.18E-05,6.58E-05,7.10E-05,7.63E-05,8.20E-05
"	GCAM-USA_updatedRef",WI,trn_pass_road_LDV,N2O,8.61E-04,7.42E-04,5.04E-04,3.81E-04,4.05E-04,4.35E-04,4.71E-04,5.04E-04
"	GCAM-USA_updatedRef",WI,trn_pass_road_LDV_4W,CH4,0.0211,0.017375,0.014925,0.011025,0.008175,0.006075,0.006,0.006
"	GCAM-USA_updatedRef",WI,trn_pass_road_LDV_4W,N2O,0.03874,0.031886,0.0273862,0.0202342,0.0150192,0.0111452,0.0109962,0.011026
"	GCAM-USA_updatedRef",WI,trn_pass_road_LDV_4W,CH4,0.0202,0.016975,0.014725,0.010925,0.00825,0.006525,0.00645,0.006475
"	GCAM-USA_updatedRef",WI,trn_pass_road_LDV_4W,N2O,0.036952,0.03129,0.0270286,0.0200554,0.0151682,0.0119796,0.0118306,0.0118902
"	GCAM-USA_updatedRef",WI,trn_shipping_intl,CH4,0,0,0,0,0,0,0,0
"	GCAM-USA_updatedRef",WI,trn_shipping_intl,N2O,0,0,0,0,0,0,0,0
"	GCAM-USA_updatedRef",WV,base load generation,CH4,0,5.00E-06,3.65E-06,6.10E-06,1.06E-05,1.44E-05,1.70E-05,2.27E-05
"	GCAM-USA_updatedRef",WV,base load generation,N2O,0,1.19E-05,8.67E-06,1.45E-05,2.52E-05,3.43E-05,4.05E-05,5.42E-05
"	GCAM-USA_updatedRef",WV,base load generation,CH4,7.95E-06,1.22E-07,2.98E-07,3.03E-07,2.70E-07,1.62E-07,9.13E-08,5.63E-08
"	GCAM-USA_updatedRef",WV,base load generation,N2O,1.14E-04,1.76E-06,4.26E-06,4.35E-06,3.90E-06,2.33E-06,1.31E-06,8.11E-07
"	GCAM-USA_updatedRef",WV,base load generation,CH4,0,0,0,0,0,0,0,0
"	GCAM-USA_updatedRef",WV,base load generation,N2O,0,0,0,0,0,0,0,0
"	GCAM-USA_updatedRef",WV,base load generation,CH4,3.60E-04,0.001705,0.002065,0.0027,0.003425,0.004225,0.005,0.005875
"	GCAM-USA_updatedRef",WV,base load generation,N2O,0.0012367,0.0043806,0.0051852,0.0066752,0.008344,0.0102214,0.0120094,0.0140656
"	GCAM-USA_updatedRef",WV,comm cooking,CH4,8.85E-04,8.93E-04,8.80E-04,8.53E-04,8.13E-04,7.92E-04,7.73E-04,7.85E-04
"	GCAM-USA_updatedRef",WV,comm cooking,N2O,9.51E-05,9.57E-05,9.45E-05,9.15E-05,8.73E-05,8.49E-05,8.28E-05,8.43E-05
"	GCAM-USA_updatedRef",WV,comm cooling,HFC125,0.0357,0.03885,0.03955,0.0399,0.03955,0.0392,0.0392,0.0399
"	GCAM-USA_updatedRef",WV,comm cooling,HFC134a,0.065494,0.071357,0.072787,0.073073,0.07293,0.071643,0.071929,0.073502
"	GCAM-USA_updatedRef",WV,comm cooling,HFC143a,0.04917,0.05364,0.054981,0.054981,0.054981,0.054087,0.054087,0.055428
