scenario,region,sector,ghg,2015,2020,2025,2030,2035,2040,2045,2050,Units
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",PA,coal to liquids,CO2,0,0,0,0,7.60E-05,1.18E-04,4.09E-04,8.41E-04,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",PA,comm cooking,CO2,0.092089,0.09377972,0.0869915,0.08356245,0.07148068,0.06438744,0.05715307,0.051554106,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",PA,comm cooling,CO2,0.0560247,0.0568021,0.05511272,0.05392818,0.05137163,0.04930975,0.0463268,0.04498885,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",PA,comm heating,CO2,1.5848248,1.5394017,1.4368987,1.3629599,1.1510316,0.94117551,0.58809279,0.46631176,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",PA,comm hot water,CO2,0.3309457,0.33595958,0.31898691,0.31207106,0.271444,0.24267936,0.20927329,0.188795382,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",PA,comm other,CO2,0.739938,0.717837,0.727139,0.720979,0.650519,0.6224585,0.6164238,0.5556435,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",PA,gas to liquids,CO2,0,0,0,0,0.00294493,0.00497941,0.01783831,0.0546238,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",PA,intermediate generation,CO2,11.6927819,8.50763259,7.37307618,6.894562955,5.749503701,5.446431863,5.253631355,4.025071415,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",PA,oil refining,CO2,1.54009,1.4259,1.27725,1.07925,0.84590042,0.73870925,0.66354524,0.45083562,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",PA,other industrial energy use,CO2,10.7588497,10.83857256,11.19610519,11.69186214,11.60782516,11.70057677,11.66441664,9.609221813,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",PA,peak generation,CO2,0.09892476,0.085248921,0.060192559,0.052056737,0.030681561,0.022382054,0.016011747,0.006785206,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",PA,process heat cement,CO2,0.35333059,0.32343393,0.31057495,0.329384824,0.307553986,0.293918744,0.293916933,0.285926915,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",PA,process heat dac,CO2,0,0,2.82E-06,1.39E-05,0.00746067,0.0578401,0.160657,0.162324,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",PA,regional biomass,CO2,-2.54428,-2.06322,-2.49425,-2.73231,-3.23376,-3.81814,-4.36758,-5.37638,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",PA,regional biomassOil,CO2,-0.125693,-0.119214,-0.104368,-0.0844873,-0.100535,-0.0798249,-0.098378,-0.17004,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",PA,regional corn for ethanol,CO2,-0.195003,-0.183099,-0.161607,-0.130936,-0.151613,-0.11152,-0.0843212,-0.0881541,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",PA,resid clothes dryers,CO2,0.0222344,0.02281914,0.02219605,0.02226052,0.02015013,0.01995466,0.01993356,0.01861086,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",PA,resid cooking,CO2,0.1169631,0.11516354,0.11074887,0.10387709,0.093089932,0.079382239,0.07692361,0.069565017,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",PA,resid heating,CO2,4.0430643,3.7702819,3.5428949,3.2171189,2.6988031,2.1226369,1.58852191,1.120875166,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",PA,resid hot water,CO2,0.8954722,0.84792928,0.81811386,0.77957348,0.61694255,0.57705015,0.5397001,0.46174673,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",PA,resid other,CO2,0.1485563,0.1162731,0.129756,0.133707,0.1344964,0.1403836,0.1410775,0.1228874,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",PA,subpeak generation,CO2,0.6589419,0.60178505,0.465696608,0.409437686,0.266445267,0.210645243,0.172464446,0.096273359,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",PA,trn_aviation_intl,CO2,0.174148,0.160963,0.160351,0.15537,0.14994,0.157307,0.163618,0.161803,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",PA,trn_freight,CO2,0.356326,0.3577212,0.31912344,0.27590115,0.21356384,0.19084355,0.18096121,0.14911501,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",PA,trn_freight_road,CO2,4.940036,5.1448419,4.27354263,3.40285092,2.267452252,1.64086971,1.07224127,0.402350548,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",PA,trn_pass,CO2,0.6793689,0.640115,0.633962,0.6184556,0.5594881,0.5548194,0.5010519,0.3118109,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",PA,trn_pass_road,CO2,0.223103,0.2784215,0.3055614,0.2214526,0.15507299,0.10230831,0.07116128,0.05502396,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",PA,trn_pass_road_LDV,CO2,0.0343643,0.0258271,0.00543631,0.00281376,0.00283488,0.00295933,0.00303654,0.00289283,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",PA,trn_pass_road_LDV_4W,CO2,9.76385967,8.20115787,6.46914937,4.03471764,2.265977204,1.00204633,0.8137546,0.6392413,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",PA,trn_shipping_intl,CO2,0.125089,0.12640362,0.1140248,0.1098258,0.10093,0.0996979,0.0934036,0.0536338,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",RI,H2 central production,CO2,0,0,8.28E-04,0.001845519,0.001454095,0.001544168,0.001622081,0.001652947,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",RI,H2 wholesale dispensing,CO2,0,0,0.00177796,0.00471312,0.00737113,0.010113334,0.01225352,0.01137015,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",RI,airCO2,CO2,0,0,-2.93E-07,-1.63E-06,-9.10E-04,-0.00829088,-0.0281237,-0.00188821,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",RI,base load generation,CO2,0.264628311,0.177180044,0.149740527,0.12545847,0.067151806,0.043834218,0.030215389,0.0130696,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",RI,biomass liquids,CO2,3.48E-04,3.30E-04,2.89E-04,2.34E-04,0.003334693,0.004538949,0.00779975,0.01026681,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",RI,comm cooking,CO2,0.00515209,0.005102047,0.004654019,0.004320284,0.00360442,0.003152774,0.002683068,0.002396245,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",RI,comm cooling,CO2,0.00360818,0.003597887,0.003447196,0.003329683,0.003139675,0.002986631,0.002757619,0.002647733,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",RI,comm heating,CO2,0.13257625,0.12775239,0.117928233,0.109359005,0.091256532,0.072806359,0.042033736,0.032707714,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",RI,comm hot water,CO2,0.01434915,0.014148361,0.013151867,0.012274988,0.010227179,0.008552233,0.006586083,0.005733174,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",RI,comm other,CO2,0.0708819,0.0678637,0.0669957,0.0664874,0.061502,0.05938172,0.05861929,0.05238394,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",RI,intermediate generation,CO2,0.459167512,0.384357264,0.366076505,0.342918855,0.249755202,0.205579512,0.169413472,0.106289273,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",RI,other industrial energy use,CO2,0.122154962,0.123716035,0.127731321,0.132865062,0.136829796,0.139919873,0.140892967,0.130391998,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",RI,peak generation,CO2,0.007352199,0.006008652,0.004146616,0.003701154,0.002043535,0.001462689,0.001014737,3.88E-04,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",RI,process heat dac,CO2,0,0,5.77E-09,2.99E-08,1.55E-05,1.28E-04,3.76E-04,1.78E-05,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",RI,regional biomass,CO2,-0.0932787,-0.0596343,-0.0755395,-0.0816072,-0.0849213,-0.0919503,-0.111886,-0.176377,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",RI,regional biomassOil,CO2,-0.00492913,-0.00467503,-0.00409286,-0.00331322,-0.00374049,-0.00276506,-0.00274016,-0.00408994,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",RI,regional corn for ethanol,CO2,0,0,0,0,-2.70E-04,-4.50E-04,-0.00137898,-0.00325634,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",RI,resid clothes dryers,CO2,0.00185594,0.001859061,0.001773284,0.001774497,0.00161379,0.001621648,0.001638584,0.001531103,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",RI,resid cooking,CO2,0.01051877,0.010364396,0.009945263,0.009424092,0.008648206,0.007622453,0.007453649,0.006745697,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",RI,resid heating,CO2,0.39117342,0.38438157,0.36958688,0.35554637,0.32189009,0.27874158,0.231107087,0.178014849,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",RI,resid hot water,CO2,0.11222165,0.10948291,0.10629477,0.103456891,0.088680321,0.085303018,0.081272287,0.070810201,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",RI,resid other,CO2,0.01373602,0.0112014,0.01164196,0.01189032,0.01237429,0.01282371,0.01273695,0.01088351,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",RI,subpeak generation,CO2,0.043433402,0.034422251,0.027421987,0.02472015,0.014672875,0.011274154,0.009056635,0.004450344,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",RI,trn_aviation_intl,CO2,0.015489,0.0138363,0.01352,0.0131735,0.0127815,0.0135752,0.0142595,0.0141827,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",RI,trn_freight,CO2,0.014446219,0.013658196,0.012087974,0.01039332,0.008034072,0.007245759,0.007057435,0.006157173,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",RI,trn_freight_road,CO2,0.2185552,0.21899388,0.178243494,0.142265204,0.095418686,0.07023933,0.045895049,0.016511443,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",RI,trn_pass,CO2,0.059805137,0.054200508,0.052252379,0.051221899,0.04662115,0.046908671,0.042745699,0.026232793,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",RI,trn_pass_road,CO2,0.01080192,0.013958183,0.015527003,0.011520416,0.008152304,0.005420118,0.003794589,0.002917436,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",RI,trn_pass_road_LDV,CO2,0.00265577,0.00186284,3.98E-04,2.05E-04,2.10E-04,2.23E-04,2.32E-04,2.23E-04,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",RI,trn_pass_road_LDV_4W,CO2,0.754340788,0.633430353,0.499441038,0.311353058,0.175055026,0.077640098,0.06318292,0.049490016,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",RI,trn_shipping_intl,CO2,6.08E-05,6.00E-05,5.34E-05,5.15E-05,4.74E-05,4.73E-05,4.48E-05,2.58E-05,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",SC,H2 central production,CO2,0,0,0.008406166,0.019929727,0.017048878,0.021572239,0.02675675,0.040615284,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",SC,H2 wholesale dispensing,CO2,0,0,0.0231398,0.0594794,0.0910701,0.1226642,0.1481811,0.150558,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",SC,airCO2,CO2,0,0,-7.68E-05,-4.02E-04,-0.227431,-1.86645,-5.48092,-5.49692,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",SC,base load generation,CO2,5.81483586,5.513870315,4.540553707,4.811975394,3.055650074,2.659164166,2.467249252,1.225912622,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",SC,cement,CO2,0.204498,0.200957,0.168091,0.175647528,0.116375149,0.063590994,0.040760212,0.03031765,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",SC,comm cooking,CO2,0.0314738,0.03082614,0.02739523,0.024731073,0.019592,0.016188466,0.012849065,0.011135441,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",SC,comm cooling,CO2,0.0015762,0.001550901,0.001466776,0.001404105,0.00130667,0.001230485,0.001126835,0.001081902,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",SC,comm heating,CO2,0.18545377,0.168767453,0.150058018,0.130317793,0.101382523,0.074251011,0.029418407,0.021297481,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",SC,comm hot water,CO2,0.0797598,0.07679168,0.0696919,0.06268319,0.049184278,0.038017591,0.025320523,0.021100191,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",SC,comm other,CO2,0.1749274,0.1640235,0.171682,0.1888352,0.2051933,0.2184226,0.2171091,0.1876957,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",SC,intermediate generation,CO2,2.640747213,2.356913031,2.075615349,1.899571054,1.445710679,1.323797814,1.23570556,0.857187725,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",SC,other industrial energy use,CO2,3.2457308,3.245055432,3.419511009,3.568622887,3.578193767,3.606471461,3.58560132,2.955059912,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",SC,peak generation,CO2,0.027891851,0.024020832,0.015757711,0.012774968,0.007048682,0.005136273,0.003624445,0.001312685,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",SC,process heat cement,CO2,0.16758953,0.165251139,0.13779946,0.147017369,0.133258023,0.125376165,0.12338586,0.118165835,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",SC,process heat dac,CO2,0,0,1.52E-06,7.43E-06,0.00391636,0.0295438,0.0785782,0.0792823,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",SC,regional biomass,CO2,-2.16608,-1.83486,-2.09911,-2.24137,-2.42872,-2.68699,-2.87885,-2.79927,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",SC,resid clothes dryers,CO2,0.00417622,0.00416351,0.00388501,0.003800152,0.003333352,0.003266062,0.003228361,0.002954677,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",SC,resid cooking,CO2,0.02040071,0.019286938,0.017645699,0.01552544,0.012884882,0.009733892,0.009170426,0.007982607,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",SC,resid heating,CO2,0.29317797,0.260659963,0.237337133,0.205444733,0.164304858,0.121938881,0.085402793,0.056881944,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",SC,resid hot water,CO2,0.137679009,0.121563783,0.112195499,0.103990034,0.077913843,0.074942874,0.07205649,0.062114254,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",SC,resid other,CO2,0.02512008,0.01823586,0.02015237,0.02049387,0.02030671,0.02103704,0.02103558,0.01776512,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",SC,subpeak generation,CO2,0.18825198,0.172575336,0.123272382,0.101231297,0.061372022,0.047764537,0.037851267,0.018381791,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",SC,trn_aviation_intl,CO2,0.049542,0.0449032,0.0432917,0.0415572,0.0397111,0.0414778,0.0428319,0.0416598,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",SC,trn_freight,CO2,0.313627,0.32604,0.25970362,0.227526,0.1795897,0.1613264,0.1385391,0.07926493,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",SC,trn_freight_road,CO2,2.469194,2.4464936,2.01597886,1.58932388,1.049823838,0.75121803,0.47780488,0.166373871,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",SC,trn_pass,CO2,0.19627003,0.17964209,0.1703591,0.16338281,0.14576248,0.14413439,0.13019647,0.08147593,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",SC,trn_pass_road,CO2,0.09664671,0.11823703,0.129532713,0.092489614,0.064873105,0.042898726,0.030194182,0.023228675,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",SC,trn_pass_road_LDV,CO2,0.0198154,0.0136649,0.00317299,0.00156857,0.00156565,0.00162464,0.00165491,0.00156384,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",SC,trn_pass_road_LDV_4W,CO2,5.63030774,4.75300959,3.74355411,2.33864932,1.314553956,0.58166152,0.47066,0.37049522,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",SC,trn_shipping_intl,CO2,0.625686,0.6223649,0.5470976,0.520133,0.4732,0.463879,0.430927,0.2402312,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",SD,H2 central production,CO2,0,0,0.002174154,0.004484254,0.003902282,0.004312834,0.004552398,0.004672907,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",SD,H2 wholesale dispensing,CO2,0,0,0.00698909,0.01791072,0.02688707,0.03544809,0.04068477,0.03547834,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",SD,airCO2,CO2,0,0,-3.71E-06,-1.95E-05,-0.0116804,-0.0988938,-0.298144,-0.29968,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",SD,base load generation,CO2,0.264765137,0.102847071,0.050748013,0.048027343,0.031259029,0.023770078,0.019741665,0.012992726,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",SD,biomass liquids,CO2,0.427341,0.401826,0.354302,0.287005,0.391831017,0.330732658,0.335989189,0.470153841,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",SD,cement,CO2,0.0383059,0.0357926,0.0296887,0.031846931,0.020912256,0.011109074,0.006994448,0.005357169,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",SD,comm cooking,CO2,0.00455847,0.004366838,0.003854935,0.003252797,0.002402694,0.001781374,0.001178526,9.66E-04,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",SD,comm cooling,CO2,6.67E-05,6.49E-05,6.11E-05,5.76E-05,5.25E-05,4.82E-05,4.22E-05,3.99E-05,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",SD,comm heating,CO2,0.12858525,0.115339815,0.102040335,0.088748342,0.069178983,0.051136498,0.020744844,0.015415793,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",SD,comm hot water,CO2,0.02101452,0.020170997,0.018263407,0.01633068,0.012733976,0.009673261,0.006116059,0.00498638,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",SD,comm other,CO2,0.0233702,0.02157537,0.02329119,0.02912686,0.03506407,0.03877615,0.03844173,0.03275196,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",SD,gas to liquids,CO2,0,0,0,0,4.38E-07,7.41E-07,2.65E-06,8.13E-06,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",SD,intermediate generation,CO2,0.25282457,0.130872454,0.092497504,0.078686483,0.058912946,0.053442895,0.056304046,0.039590569,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",SD,other industrial energy use,CO2,0.36394463,0.34972442,0.362478988,0.371838408,0.372626627,0.373448159,0.364472132,0.283710504,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",SD,peak generation,CO2,0.009486487,0.008157156,0.005810816,0.004708303,0.002594536,0.001823383,0.001419518,5.75E-04,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",SD,process heat cement,CO2,0.031392409,0.029504545,0.024349601,0.02634011,0.02406505,0.022858955,0.02282645,0.022186965,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",SD,process heat dac,CO2,0,0,7.34E-08,3.59E-07,2.00E-04,0.00154022,0.00412841,0.00416397,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",SD,regional biomass,CO2,-0.057033,-0.0528831,-0.0517569,-0.0510994,-0.867048,-1.28024,-2.38451,-5.70569,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",SD,regional biomassOil,CO2,0,0,0,0,-7.81E-05,-3.44E-04,-0.00508544,-0.0114191,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",SD,regional corn for ethanol,CO2,-1.85488,-1.74413,-1.53785,-1.24575,-1.37324,-0.962116,-0.623254,-0.430479,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",SD,resid clothes dryers,CO2,3.22E-04,3.11E-04,2.88E-04,2.76E-04,2.33E-04,2.26E-04,2.20E-04,1.98E-04,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",SD,resid cooking,CO2,0.001966954,0.00183351,0.001657026,0.001415689,0.001136288,8.03E-04,7.33E-04,6.18E-04,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",SD,resid heating,CO2,0.21475967,0.193517851,0.177586726,0.155860429,0.125887866,0.094117418,0.065919658,0.043447216,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",SD,resid hot water,CO2,0.036174413,0.032302724,0.029480371,0.026663813,0.018936236,0.017471277,0.01605333,0.013321164,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",SD,resid other,CO2,0.00263648,0.001899559,0.001971155,0.001977586,0.001935226,0.001961508,0.001885578,0.00155124,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",SD,subpeak generation,CO2,0.011093193,0.011411968,0.009932918,0.009195178,0.006445548,0.006177101,0.011641396,0.006973987,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",SD,trn_aviation_intl,CO2,0.0198044,0.0172768,0.0167087,0.0160627,0.0154701,0.016251,0.0169128,0.0166257,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",SD,trn_freight,CO2,0.0509494,0.0468368,0.0408284,0.03458412,0.02649809,0.023487,0.0223773,0.0190912,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",SD,trn_freight_road,CO2,0.7715188,0.75339953,0.60266552,0.467887255,0.29892202,0.207105623,0.125442301,0.042131549,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",SD,trn_pass,CO2,0.07785873,0.06857644,0.06539747,0.06311271,0.05667678,0.05595674,0.04985536,0.02982517,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",SD,trn_pass_road,CO2,0.03414441,0.04310913,0.04761458,0.034943349,0.024595669,0.016290416,0.011338995,0.008745448,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",SD,trn_pass_road_LDV,CO2,0.00334567,0.00214626,4.42E-04,2.25E-04,2.26E-04,2.36E-04,2.42E-04,2.31E-04,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",SD,trn_pass_road_LDV_4W,CO2,0.950530129,0.784159376,0.611767093,0.376439589,0.207040194,0.086433072,0.07079033,0.054906324,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",SD,trn_shipping_intl,CO2,0,0,0,0,0,0,0,0,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",TN,H2 central production,CO2,0,0,0.012318692,0.029415775,0.025393208,0.031817172,0.038525008,0.053677957,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",TN,H2 wholesale dispensing,CO2,0,0,0.0359419,0.0937421,0.1421208,0.191151,0.2280661,0.2127904,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",TN,airCO2,CO2,0,0,-1.02E-04,-5.32E-04,-0.300639,-2.46502,-7.22878,-7.24982,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",TN,base load generation,CO2,7.579056312,3.470010114,2.065865805,2.114390862,1.588595691,1.416994436,1.339257352,0.713640119,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",TN,biomass liquids,CO2,0.09433493,0.08874455,0.07821552,0.06335775,0.090464358,0.078310826,0.082924209,0.097454426,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",TN,cement,CO2,0.191999,0.19672459,0.17406213,0.1830205,0.12597299,0.07454185,0.05043467,0.036890424,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",TN,coal to liquids,CO2,0,0,0,0,6.25E-07,9.58E-07,3.34E-06,6.76E-06,MTC
